flightNumber,airline,origin,destination,dayOfWeek,scheduledDepartureTime,scheduledArrivalTime,validFrom,validTo
1452,AirAsia India,Bengaluru,Visakhapatnam,Monday,08:30,10:00,30-10-2018,26-03-2019
1458,AirAsia India,Bengaluru,Visakhapatnam,Monday,18:45,,30-10-2018,26-03-2019
519,AirAsia India,Kolkata,Visakhapatnam,Saturday,05:10,,28-10-2018,28-10-2018
1628,AirAsia India,Bengaluru,Amritsar,Monday,15:55,,30-10-2018,26-03-2019
783,AirAsia India,Guwahati,Imphal,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:00,10:50,28-10-2018,30-03-2019
524,AirAsia India,Kolkata,Imphal,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:20,13:40,28-10-2018,30-03-2019
1720,AirAsia India,Bengaluru,Jaipur,Tuesday,06:20,,30-10-2018,26-03-2019
1728,AirAsia India,Bengaluru,Jaipur,Monday,16:30,,30-10-2018,26-03-2019
1724,AirAsia India,Bengaluru,Jaipur,"Sunday,Thursday,Saturday",21:30,,16-12-2018,29-03-2019
1426,AirAsia India,Pune,Jaipur,Monday,14:55,16:45,30-10-2018,26-03-2019
1583,AirAsia India,Hyderabad,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:30,08:30,28-10-2018,30-03-2019
1527,AirAsia India,Hyderabad,Bengaluru,Monday,11:25,12:20,30-10-2018,26-03-2019
1519,AirAsia India,Hyderabad,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:40,20:40,28-10-2018,30-03-2019
2879,AirAsia India,Delhi,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:45,19:25,28-10-2018,30-03-2019
1565,AirAsia India,Bhubaneswar,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:25,15:15,28-10-2018,30-03-2019
2679,AirAsia India,Nagpur,Bengaluru,Monday,13:40,,28-10-2018,30-03-2019
2393,AirAsia India,Bagdogra,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:50,16:00,28-10-2018,30-03-2019
1125,AirAsia India,Kochi,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:55,14:55,28-10-2018,30-03-2019
1128,AirAsia India,Kochi,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:15,17:15,28-10-2018,30-03-2019
1130,AirAsia India,Kochi,Bengaluru,Monday,22:50,,28-10-2018,30-03-2019
1453,AirAsia India,Visakhapatnam,Bengaluru,Monday,10:25,12:00,30-10-2018,26-03-2019
1459,AirAsia India,Visakhapatnam,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:55,,28-10-2018,30-03-2019
1629,AirAsia India,Amritsar,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:30,,28-10-2018,30-03-2019
1725,AirAsia India,Jaipur,Bengaluru,"Sunday,Monday,Friday",00:45,,15-12-2018,30-03-2019
1721,AirAsia India,Jaipur,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:20,11:50,28-10-2018,30-03-2019
1729,AirAsia India,Jaipur,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:45,,28-10-2018,30-03-2019
1622,AirAsia India,Ranchi,Bengaluru,Monday,09:25,11:45,30-10-2018,26-03-2019
2887,AirAsia India,Indore,Bengaluru,Monday,08:25,09:40,30-10-2018,26-03-2019
2469,AirAsia India,Indore,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:00,,28-10-2018,30-03-2019
1825,AirAsia India,Chandigarh,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",12:55,15:50,29-10-2018,30-03-2019
1473,AirAsia India,Pune,Bengaluru,Saturday,12:50,14:20,28-10-2018,24-03-2019
1427,AirAsia India,Pune,Bengaluru,Monday,19:25,20:55,30-10-2018,26-03-2019
1983,AirAsia India,Guwahati,Bengaluru,Monday,09:10,12:10,30-10-2018,26-03-2019
2386,AirAsia India,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:30,10:00,28-10-2018,30-03-2019
2380,AirAsia India,Chennai,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:40,,28-10-2018,30-03-2019
1478,AirAsia India,Surat,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:15,,28-10-2018,30-03-2019
1475,AirAsia India,Surat,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:00,,28-10-2018,30-03-2019
1325,AirAsia India,Goa,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",07:45,,28-10-2018,29-03-2019
1321,AirAsia India,Goa,Bengaluru,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:05,18:15,28-10-2018,30-03-2019
1335,AirAsia India,Goa,Bengaluru,Monday,19:10,20:10,30-10-2018,26-03-2019
1329,AirAsia India,Goa,Bengaluru,Monday,22:35,,30-10-2018,26-03-2019
1829,AirAsia India,Kolkata,Bengaluru,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:15,,28-10-2018,30-03-2019
1621,AirAsia India,Bengaluru,Ranchi,Monday,07:10,,29-10-2018,25-03-2019
2886,AirAsia India,Bengaluru,Indore,Monday,05:10,07:55,30-10-2018,26-03-2019
2467,AirAsia India,Bengaluru,Indore,Monday,15:15,,30-10-2018,26-03-2019
2464,AirAsia India,Goa,Indore,Monday,20:05,,30-10-2018,26-03-2019
1826,AirAsia India,Bengaluru,Chandigarh,Friday,09:25,,03-11-2018,30-03-2019
735,AirAsia India,Delhi,Pune,"Sunday,Tuesday,Friday,Saturday",22:20,,28-10-2018,30-03-2019
1424,AirAsia India,Bengaluru,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",00:25,,29-10-2018,29-03-2019
1472,AirAsia India,Bengaluru,Pune,Saturday,11:00,12:25,28-10-2018,24-03-2019
598,AirAsia India,Kolkata,Pune,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:30,22:30,28-10-2018,30-03-2019
785,AirAsia India,Delhi,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:35,20:50,28-10-2018,30-03-2019
1982,AirAsia India,Bengaluru,Guwahati,Monday,05:25,10:15,29-10-2018,25-03-2019
538,AirAsia India,Kolkata,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:50,17:00,28-10-2018,30-03-2019
2990,AirAsia India,Kolkata,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:30,20:40,27-11-2018,30-03-2019
2991,AirAsia India,Kolkata,Guwahati,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:50,,28-10-2018,30-03-2019
2389,AirAsia India,Bengaluru,Chennai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:20,,29-10-2018,30-03-2019
2474,AirAsia India,Bengaluru,Chennai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:30,13:15,31-03-2019,26-10-2019
522,AirAsia India,Kolkata,Chennai,Saturday,07:15,,28-10-2018,28-10-2018
1476,AirAsia India,Bengaluru,Surat,Saturday,16:25,,28-10-2018,24-03-2019
1517,AirAsia India,Hyderabad,Goa,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:10,17:25,28-10-2018,30-03-2019
779,AirAsia India,Delhi,Goa,Saturday,05:20,,28-10-2018,28-10-2018
798,AirAsia India,Delhi,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:40,15:25,28-10-2018,30-03-2019
1324,AirAsia India,Bengaluru,Goa,Saturday,05:50,,03-11-2018,23-03-2019
1322,AirAsia India,Bengaluru,Goa,Monday,15:20,16:35,30-10-2018,26-03-2019
1334,AirAsia India,Bengaluru,Goa,Monday,17:25,18:45,30-10-2018,26-03-2019
1328,AirAsia India,Bengaluru,Goa,Monday,20:45,22:10,30-10-2018,26-03-2019
2465,AirAsia India,Indore,Goa,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:50,19:40,28-10-2018,30-03-2019
548,AirAsia India,Delhi,Kolkata,Saturday,04:55,,28-10-2018,28-10-2018
588,AirAsia India,Bagdogra,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:00,19:05,28-10-2018,30-03-2019
518,AirAsia India,Visakhapatnam,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:05,08:35,28-10-2018,30-03-2019
2472,AirAsia India,Bengaluru,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45,,01-04-2019,26-10-2019
599,AirAsia India,Pune,Kolkata,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:55,,28-10-2018,30-03-2019
348,Jet Airways,Mumbai,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",02:55,04:25,28-10-2018,30-03-2019
455,Jet Airways,Mumbai,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:35,20:50,28-10-2018,30-03-2019
919,Jet Airways,Bengaluru,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",03:15,,29-10-2018,30-03-2019
961,Jet Airways,Coimbatore,Hyderabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:25,15:45,28-10-2018,30-03-2019
734,Jet Airways,Varanasi,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:55,08:30,28-10-2018,30-03-2019
653,Jet Airways,Nagpur,Delhi,"Wednesday,Thursday,Saturday",08:20,,28-10-2018,14-12-2018
3534,Jet Airways,Nagpur,Delhi,"Sunday,Monday,Tuesday",21:40,23:25,29-10-2018,27-03-2019
136,Jet Airways,Bagdogra,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:05,20:55,28-10-2018,30-03-2019
916,Jet Airways,Lucknow,Delhi,Friday,06:20,,15-12-2018,15-12-2018
647,Jet Airways,Lucknow,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",11:10,12:40,29-10-2018,30-03-2019
750,Jet Airways,Lucknow,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:25,13:55,28-10-2018,30-03-2019
886,Jet Airways,Lucknow,Delhi,Saturday,16:20,17:45,28-10-2018,24-03-2019
339,Jet Airways,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",03:00,05:05,28-10-2018,30-03-2019
357,Jet Airways,Mumbai,Delhi,Friday,05:10,07:15,03-11-2018,30-03-2019
301,Jet Airways,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:00,09:05,28-10-2018,30-03-2019
333,Jet Airways,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:00,10:25,28-10-2018,30-03-2019
355,Jet Airways,Mumbai,Delhi,"Friday,Saturday",08:30,10:45,28-10-2018,30-03-2019
331,Jet Airways,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:00,12:25,28-10-2018,30-03-2019
307,Jet Airways,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:00,13:20,28-10-2018,30-03-2019
351,Jet Airways,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:00,,28-10-2018,30-03-2019
353,Jet Airways,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:00,,28-10-2018,30-03-2019
311,Jet Airways,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:00,20:20,28-10-2018,30-03-2019
361,Jet Airways,Mumbai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:45,23:20,28-10-2018,04-11-2018
170,Jet Airways,Visakhapatnam,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:20,,28-10-2018,30-03-2019
795,Jet Airways,Amritsar,Delhi,"Wednesday,Friday",10:00,,08-11-2018,30-03-2019
906,Jet Airways,Amritsar,Delhi,"Sunday,Monday,Wednesday",22:10,23:30,29-10-2018,28-03-2019
960,Jet Airways,Amritsar,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:05,11:30,31-03-2019,25-04-2019
909,Jet Airways,Imphal,Delhi,"Sunday,Tuesday,Thursday,Saturday",14:45,17:35,28-10-2018,29-03-2019
689,Jet Airways,Jodhpur,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:45,15:10,15-12-2018,30-03-2019
752,Jet Airways,Jaipur,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:10,08:15,28-10-2018,30-03-2019
878,Jet Airways,Jaipur,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:15,17:00,28-10-2018,30-03-2019
756,Jet Airways,Jaipur,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:35,,28-10-2018,30-03-2019
836,Jet Airways,Bengaluru,Delhi,Saturday,07:00,,03-11-2018,23-03-2019
824,Jet Airways,Bengaluru,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:20,11:15,28-10-2018,30-03-2019
833,Jet Airways,Bengaluru,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:55,21:55,28-10-2018,30-03-2019
986,Jet Airways,Vadodara,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:45,11:55,28-10-2018,30-03-2019
858,Jet Airways,Vadodara,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:00,,15-12-2018,30-03-2019
992,Jet Airways,Silchar,Delhi,"Sunday,Tuesday,Thursday",15:05,18:05,29-10-2018,29-03-2019
3532,Jet Airways,Allahabad,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:05,,28-10-2018,30-03-2019
648,Jet Airways,Chandigarh,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",07:40,08:45,29-10-2018,30-03-2019
652,Jet Airways,Chandigarh,Delhi,Saturday,15:10,,28-10-2018,24-03-2019
182,Jet Airways,Udaipur,Delhi,Saturday,07:10,08:55,28-10-2018,24-03-2019
838,Jet Airways,Udaipur,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:30,15:55,28-10-2018,30-03-2019
168,Jet Airways,Udaipur,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:10,,28-10-2018,14-12-2018
172,Jet Airways,Guwahati,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:05,14:15,28-10-2018,30-03-2019
606,Jet Airways,Guwahati,Delhi,"Monday,Wednesday,Friday",16:50,19:40,30-10-2018,30-03-2019
740,Jet Airways,Chennai,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:20,14:25,28-10-2018,30-03-2019
847,Jet Airways,Chennai,Delhi,Tuesday,20:30,,31-10-2018,27-03-2019
957,Jet Airways,Jorhat,Delhi,"Monday,Wednesday,Friday",14:40,17:45,30-10-2018,30-03-2019
994,Jet Airways,Coimbatore,Delhi,Saturday,05:50,,28-10-2018,28-10-2018
928,Jet Airways,Bhopal,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:50,21:25,28-10-2018,30-03-2019
902,Jet Airways,Kolkata,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:35,08:55,28-10-2018,30-03-2019
964,Jet Airways,Kolkata,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",09:25,12:10,28-10-2018,29-03-2019
946,Jet Airways,Kolkata,Delhi,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:30,13:10,28-10-2018,30-03-2019
904,Jet Airways,Kolkata,Delhi,Friday,17:45,,03-11-2018,30-03-2019
638,Jet Airways,Srinagar,Delhi,"Monday,Tuesday,Friday",13:00,14:35,30-10-2018,30-03-2019
9818,Jet Airways,Srinagar,Delhi,"Sunday,Wednesday,Thursday,Saturday",13:00,14:35,28-10-2018,29-03-2019
733,Jet Airways,Delhi,Varanasi,Saturday,04:50,,28-10-2018,28-10-2018
3529,Jet Airways,Mumbai,Varanasi,Saturday,08:55,11:05,28-10-2018,24-03-2019
654,Jet Airways,Delhi,Nagpur,"Wednesday,Thursday,Saturday",06:10,,28-10-2018,14-12-2018
3533,Jet Airways,Delhi,Nagpur,"Sunday,Monday,Tuesday",19:20,,29-10-2018,05-12-2018
932,Jet Airways,Indore,Nagpur,Friday,07:00,,15-12-2018,15-12-2018
3554,Jet Airways,Allahabad,Nagpur,"Sunday,Tuesday,Friday",16:20,18:15,29-10-2018,30-03-2019
313,Jet Airways,Mumbai,Aurangabad,"Friday,Saturday",05:20,,28-10-2018,30-03-2019
691,Jet Airways,Mumbai,Aurangabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:10,17:15,28-10-2018,30-03-2019
769,Jet Airways,Mumbai,Madurai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:25,14:25,28-10-2018,30-03-2019
759,Jet Airways,Chennai,Madurai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:15,14:15,28-10-2018,30-03-2019
387,Jet Airways,Mumbai,Rajkot,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:55,09:20,28-10-2018,30-03-2019
379,Jet Airways,Mumbai,Rajkot,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:30,20:45,28-10-2018,30-03-2019
3568,Jet Airways,Udaipur,Rajkot,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:30,,28-10-2018,15-03-2019
818,Jet Airways,Delhi,Lucknow,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:30,,28-10-2018,30-03-2019
915,Jet Airways,Delhi,Lucknow,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",18:10,19:50,29-10-2018,14-12-2018
3513,Jet Airways,Bengaluru,Lucknow,"Monday,Wednesday,Saturday",11:00,,28-10-2018,28-03-2019
147,Jet Airways,Indore,Lucknow,Saturday,06:05,,28-10-2018,28-10-2018
3556,Jet Airways,Allahabad,Lucknow,"Monday,Wednesday,Saturday",13:50,15:00,28-10-2018,28-03-2019
3523,Jet Airways,Chandigarh,Lucknow,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:35,19:30,28-10-2018,30-03-2019
797,Jet Airways,Pune,Lucknow,"Monday,Wednesday,Thursday",00:10,,04-12-2018,29-03-2019
349,Jet Airways,Hyderabad,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:35,08:05,28-10-2018,30-03-2019
456,Jet Airways,Hyderabad,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:40,23:10,28-10-2018,30-03-2019
389,Jet Airways,Thiruvananthapuram,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:50,17:05,28-10-2018,30-03-2019
356,Jet Airways,Delhi,Mumbai,Thursday,00:15,02:40,02-11-2018,29-03-2019
332,Jet Airways,Delhi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:05,09:20,28-10-2018,30-03-2019
358,Jet Airways,Delhi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:00,,28-10-2018,14-12-2018
316,Jet Airways,Delhi,Mumbai,"Friday,Saturday",11:30,13:50,28-10-2018,30-03-2019
352,Jet Airways,Delhi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:05,15:10,28-10-2018,30-03-2019
308,Jet Airways,Delhi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:05,17:25,28-10-2018,30-03-2019
362,Jet Airways,Delhi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:25,19:55,28-10-2018,04-11-2018
376,Jet Airways,Delhi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:15,21:40,28-10-2018,30-03-2019
354,Jet Airways,Delhi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:45,22:10,28-10-2018,30-03-2019
312,Jet Airways,Delhi,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:50,23:10,28-10-2018,30-03-2019
3530,Jet Airways,Varanasi,Mumbai,Saturday,11:50,14:25,28-10-2018,24-03-2019
692,Jet Airways,Aurangabad,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:45,18:50,28-10-2018,30-03-2019
770,Jet Airways,Madurai,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:45,17:10,28-10-2018,30-03-2019
398,Jet Airways,Rajkot,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:55,11:05,28-10-2018,30-03-2019
360,Jet Airways,Lucknow,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:30,17:00,28-10-2018,30-03-2019
938,Jet Airways,Visakhapatnam,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:10,11:30,28-10-2018,30-03-2019
980,Jet Airways,Visakhapatnam,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:40,15:50,28-10-2018,30-03-2019
3502,Jet Airways,Amritsar,Mumbai,"Tuesday,Thursday,Friday,Saturday",22:10,,28-10-2018,30-03-2019
180,Jet Airways,Patna,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:20,15:25,28-10-2018,30-03-2019
704,Jet Airways,Dehradun,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:15,,28-10-2018,30-03-2019
315,Jet Airways,Ahmedabad,Mumbai,Saturday,09:45,11:15,28-10-2018,24-03-2019
330,Jet Airways,Ahmedabad,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:30,23:00,28-10-2018,30-03-2019
482,Jet Airways,Bengaluru,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:00,09:50,28-10-2018,30-03-2019
444,Jet Airways,Bengaluru,Mumbai,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:05,15:45,28-10-2018,30-03-2019
386,Jet Airways,Indore,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:50,21:25,28-10-2018,30-03-2019
378,Jet Airways,Raipur,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:40,10:40,28-10-2018,30-03-2019
328,Jet Airways,Udaipur,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:50,,28-10-2018,30-03-2019
974,Jet Airways,Udaipur,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:25,20:00,15-12-2018,31-01-2019
936,Jet Airways,Guwahati,Mumbai,"Monday,Wednesday,Friday",17:00,20:35,30-10-2018,30-03-2019
480,Jet Airways,Goa,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:10,18:40,28-10-2018,30-03-2019
434,Jet Airways,Mangalore,Mumbai,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:40,13:30,28-10-2018,30-03-2019
169,Jet Airways,Delhi,Visakhapatnam,Saturday,06:20,,28-10-2018,28-10-2018
979,Jet Airways,Mumbai,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:05,13:10,28-10-2018,30-03-2019
933,Jet Airways,Mumbai,Visakhapatnam,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:40,19:45,28-10-2018,30-03-2019
905,Jet Airways,Delhi,Amritsar,"Monday,Wednesday,Friday",20:20,,30-10-2018,30-03-2019
3501,Jet Airways,Mumbai,Amritsar,"Sunday,Monday,Thursday,Saturday",05:50,08:30,28-10-2018,29-03-2019
908,Jet Airways,Delhi,Imphal,"Sunday,Tuesday,Thursday,Saturday",11:25,14:05,28-10-2018,29-03-2019
659,Jet Airways,Guwahati,Imphal,"Monday,Wednesday,Friday",13:30,14:35,30-10-2018,30-03-2019
935,Jet Airways,Guwahati,Imphal,"Sunday,Tuesday,Thursday,Saturday",13:30,14:35,28-10-2018,29-03-2019
9819,Jet Airways,Kolkata,Imphal,Friday,10:00,11:20,03-11-2018,30-03-2019
781,Jet Airways,Delhi,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:05,12:40,28-10-2018,30-03-2019
179,Jet Airways,Mumbai,Patna,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:20,12:50,28-10-2018,30-03-2019
3558,Jet Airways,Allahabad,Patna,"Monday,Wednesday,Saturday",10:00,11:25,28-10-2018,28-03-2019
3539,Jet Airways,Pune,Patna,"Monday,Wednesday,Thursday",00:10,02:30,30-10-2018,30-11-2018
688,Jet Airways,Delhi,Jodhpur,"Wednesday,Thursday,Friday,Saturday",12:10,16:20,15-12-2018,30-03-2019
187,Jet Airways,Delhi,Dehradun,Saturday,09:20,10:35,28-10-2018,24-03-2019
703,Jet Airways,Mumbai,Dehradun,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:30,08:45,28-10-2018,30-03-2019
690,Jet Airways,Delhi,Ahmedabad,Friday,19:10,,03-11-2018,30-03-2019
929,Jet Airways,Mumbai,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",02:45,03:55,28-10-2018,30-03-2019
314,Jet Airways,Mumbai,Ahmedabad,Saturday,07:55,09:15,28-10-2018,24-03-2019
914,Jet Airways,Mumbai,Ahmedabad,Saturday,16:55,,28-10-2018,24-03-2019
637,Jet Airways,Mumbai,Ahmedabad,"Sunday,Tuesday,Thursday,Saturday",21:40,,28-10-2018,29-03-2019
708,Jet Airways,Indore,Ahmedabad,Saturday,08:00,,28-10-2018,28-10-2018
193,Jet Airways,Guwahati,Ahmedabad,"Sunday,Monday,Tuesday,Wednesday",21:55,,29-10-2018,28-03-2019
749,Jet Airways,Delhi,Jaipur,Saturday,05:30,,28-10-2018,28-10-2018
161,Jet Airways,Delhi,Jaipur,Saturday,07:10,,28-10-2018,28-10-2018
747,Jet Airways,Delhi,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:40,10:35,28-10-2018,30-03-2019
755,Jet Airways,Delhi,Jaipur,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:00,21:05,28-10-2018,30-03-2019
